phase,suite,device,sweep,tile_size,N,B,nmb,zones,nmu,rays_per_octant,rays_total,nlim,n_repeat,peak_mem_gib,pct_fill,oom,zcps_off_med,zcps_on_med,zcps_on_min,zcps_on_max,slowdown_med,t_rad_ms,t_hydro_ms,t_sweep_ms,rad_over_hydro,sweep_over_hydro,rad_cells_per_s,hydro_cells_per_s,gcaups,nang,niter,sm_util_mean,sm_util_peak,mem_util_mean,dcgm_sm_occ_mean,dcgm_sm_active_mean,sm_clock_mhz,gpu_temp_c,power_w
2,sweep,gh200,tiled,0,224,224,1,11239424,3,6,48,50,3,10.431640625,10.914366870676707,False,789550800.0,56031320.0,56010040.0,56052480.0,14.091240399119636,9138.25406,547.9889000000001,8930.14,16.675983874855856,16.29620599979306,61496561.19322207,1025515662.8172576,3.020626507535156,48.0,1.0,91.27272727272727,100.0,15.018181818181818,,,1980.0,50.0,271.29018181818174
2,sweep,gh200,tiled,0,224,224,1,11239424,6,21,168,50,3,23.66796875,24.763208713510643,False,789550800.0,32542530.0,32537490.0,32603250.0,24.262120984447122,16120.8714,548.1788,15483.5,29.408053357773046,28.245346226450202,34859852.551146835,1025160403.8682268,6.097533606742662,168.0,1.0,92.86021505376344,100.0,31.43010752688172,,,1980.0,57.0,388.37634408602156
