phase,suite,device,sweep,N,B,nmb,zones,nmu,rays_per_octant,rays_total,nlim,n_repeat,peak_mem_gib,pct_fill,oom,zcps_off_med,zcps_on_med,zcps_on_min,zcps_on_max,slowdown_med,t_rad_ms,t_hydro_ms,t_sweep_ms,rad_over_hydro,sweep_over_hydro,rad_cells_per_s,hydro_cells_per_s,gcaups,nang,niter,sm_util_mean,sm_util_peak,mem_util_mean,dcgm_sm_occ_mean,dcgm_sm_active_mean,sm_clock_mhz,gpu_temp_c,power_w
2,sweep,b200,diagonal_compact,256,16,4096,16777216,1,1,8,50,3,19.3076171875,10.434842271376622,False,220300400.0,181023500.0,180779500.0,181024900.0,1.216971277209865,428.87287,3208.438,325.72,0.13367030000268043,0.10151980496428481,1955966111.8223684,261454576.96237233,20.603237136190593,8.0,1.0,13.56547619047619,98.0,1.1964285714285714,0.05475000000000001,0.1376768292682927,573.7619047619048,33.0,198.14827380952374
2,sweep,b200,diagonal_compact,256,16,4096,16777216,2,3,24,50,3,28.3564453125,15.325300441756259,False,220300400.0,139833800.0,139723100.0,139877900.0,1.5754445634746392,1133.18093,3206.7470000000003,959.329,0.3533739736873535,0.2991595532793825,740270840.9503503,261592448.67150414,20.986188471316932,24.0,1.0,15.40625,99.0,1.515625,0.061760416666666686,0.15242708333333335,655.96875,35.0,208.93536458333332
2,sweep,b200,diagonal_compact,256,16,4096,16777216,3,6,48,50,3,41.9169921875,22.65412648901415,False,220300400.0,105422600.0,105337800.0,105440700.0,2.0896885487552006,2164.8643899999997,3210.804,1879.51,0.6742437065607243,0.5853705177893138,387488844.0471785,261261914.46130005,21.423306287277004,48.0,1.0,16.935344827586206,100.0,1.7370689655172413,0.06786864406779661,0.16619915254237283,703.1206896551724,36.0,218.1032758620688
2,sweep,b200,diagonal_compact,256,16,4096,16777216,4,10,80,50,3,60.0126953125,32.43398725926395,False,220300400.0,79354080.0,79333910.0,79391760.0,2.7761697949242183,3557.54463,3209.541,3122.92,1.108427849963593,0.97301140568075,235797688.36238045,261364724.73789865,21.48913965135194,80.0,1.0,18.3125,100.0,2.013888888888889,0.07429513888888889,0.18160069444444438,587.9027777777778,35.0,220.34715277777775
2,sweep,b200,diagonal_compact,256,16,4096,16777216,5,15,120,50,3,82.587890625,44.634798992985736,False,220300400.0,60614820.0,60608910.0,60654230.0,3.63443131564195,5271.31697,3210.999,4647.8,1.6416439151802913,1.4474623006734042,159136854.1816221,261246048.34819323,21.65826756745127,120.0,1.0,19.610795454545453,100.0,2.2130681818181817,0.07964772727272725,0.1948011363636363,683.6477272727273,38.0,227.04306818181803
2,sweep,b200,diagonal_compact,256,16,4096,16777216,6,21,168,50,3,109.712890625,59.29456222852046,False,220300400.0,47306290.0,47298840.0,47333550.0,4.656894463717193,7368.497249999999,3211.483,6518.38,2.2944220006769456,2.0297102615832,113844217.01453443,261206676.16798842,21.620190047220323,168.0,1.0,20.222477064220183,100.0,2.3279816513761467,0.08180227272727274,0.20032954545454545,654.5,36.0,231.05330275229355
2,sweep,b200,diagonal_compact,256,32,512,16777216,1,1,8,50,3,13.0615234375,7.059127782088024,False,464892900.0,361330900.0,360999000.0,361657600.0,1.2866126312474244,413.05218,1602.9650000000001,324.537,0.25768009906641753,0.20246044049620543,2030883362.0004134,523318225.91260564,20.678339911936085,8.0,1.0,9.891666666666667,99.0,1.8666666666666667,0.035725,0.09417499999999998,767.1583333333333,35.0,201.02108333333334
2,sweep,b200,diagonal_compact,256,32,512,16777216,2,3,24,50,3,18.3173828125,9.89966802307477,False,464892900.0,276490600.0,276082600.0,276652600.0,1.6814058054776546,973.10126,1604.625,813.571,0.606435310430786,0.5070162810625536,862048827.272097,522776848.1732492,24.746038391240592,24.0,1.0,11.205882352941176,99.0,1.8014705882352942,0.041338235294117655,0.10944117647058821,630.7279411764706,37.0,208.6597794117647
2,sweep,b200,diagonal_compact,256,32,512,16777216,3,6,48,50,3,26.1962890625,14.157839458281215,False,464892900.0,203647000.0,203455100.0,203902500.0,2.2828369678905163,1817.2419,1605.817,1548.32,1.1316618892439176,0.964194550188471,461612072.6690266,522388790.2544312,26.005811718507804,48.0,1.0,12.99375,99.0,2.0375,0.04899358974358975,0.1302628205128205,581.76875,38.0,218.63431249999977
2,sweep,b200,diagonal_compact,256,32,512,16777216,4,10,80,50,3,36.701171875,19.83522544347156,False,464892900.0,149412900.0,149352800.0,149421700.0,3.1114642711573097,3001.0125500000004,1604.9389999999999,2584.39,1.869860817140091,1.6102730384145443,279525922.00922316,522674568.94000334,25.96700343214453,80.0,1.0,14.930851063829786,100.0,2.4095744680851063,0.05531914893617022,0.14797340425531907,645.0904255319149,39.0,235.10345744680833
