phase,suite,device,sweep,N,B,nmb,zones,nmu,rays_per_octant,rays_total,nlim,n_repeat,peak_mem_gib,pct_fill,oom,zcps_off_med,zcps_on_med,zcps_on_min,zcps_on_max,slowdown_med,t_rad_ms,t_hydro_ms,t_sweep_ms,rad_over_hydro,sweep_over_hydro,rad_cells_per_s,hydro_cells_per_s,gcaups,nang,niter,sm_util_mean,sm_util_peak,mem_util_mean,dcgm_sm_occ_mean,dcgm_sm_active_mean,sm_clock_mhz,gpu_temp_c,power_w
2,sweep,gh200,wavefront,224,28,512,11239424,5,15,120,50,3,36.3408203125,38.022499003790706,False,331851700.0,52096400.0,52094490.0,52115420.0,6.369954545803549,7140.1121,1432.103,6644.04,4.985753189540138,4.639359040515941,78706215.27076584,392409763.8228535,10.1499304639948,120.0,1.0,89.9,100.0,35.3,0.43851666666666655,0.8915166666666665,1980.0,43.0,466.75933333333353
2,sweep,gh200,wavefront,224,28,512,11239424,6,21,168,50,3,47.8515625,50.06590307649866,False,331851700.0,39620460.0,39511380.0,39626340.0,8.375765955266546,9731.679359999998,1432.46,9056.97,6.793683146475293,6.3226686958100045,57746579.92842051,392311966.8262988,10.424144233667551,168.0,1.0,92.14285714285714,100.0,37.09090909090909,0.4532948717948719,0.9038461538461533,1980.0,44.0,483.12999999999994
2,sweep,gh200,wavefront,224,32,343,11239424,1,1,8,50,3,8.8408203125,9.24993103166413,False,384127200.0,233128200.0,233063400.0,233243200.0,1.6477079992896613,814.268,1228.259,728.166,0.6629448674913028,0.592844017426292,690155084.0755132,457534770.76089,6.174099861844688,8.0,1.0,64.70588235294117,98.0,24.294117647058822,0.28400000000000003,0.663611111111111,1980.0,38.0,324.52235294117645
2,sweep,gh200,wavefront,224,32,343,11239424,2,3,24,50,3,12.390625,12.964003637441122,False,384127200.0,160492000.0,160133700.0,160575500.0,2.393435186800588,1687.9489400000002,1229.0729999999999,1550.94,1.3733512492748603,1.261877854285303,332931397.7945328,457231751.08394706,8.69621571434098,24.0,1.0,78.43478260869566,99.0,29.91304347826087,0.3392916666666667,0.7530416666666667,1980.0,41.0,395.9369565217391
2,sweep,gh200,wavefront,224,32,343,11239424,3,6,48,50,3,17.69921875,18.518253619560443,False,384127200.0,107222100.0,107157700.0,107281900.0,3.5825375552241563,3106.15422,1229.771,2882.08,2.525798884507766,2.3435907986120994,180921860.34471914,456972233.04176146,9.359427080441904,48.0,1.0,80.0,99.0,31.15625,0.3821562500000001,0.8107187499999999,1980.0,43.0,428.62250000000006
2,sweep,gh200,wavefront,224,32,343,11239424,4,10,80,50,3,24.6630859375,25.80437514687701,False,384127200.0,74468580.0,74430540.0,74492080.0,5.158245262632912,4970.651540000001,1229.6,4627.97,4.042494746258947,3.7638012361743662,113057854.7857732,457035783.99479514,9.714344734300353,80.0,1.0,86.93023255813954,100.0,34.674418604651166,0.4133181818181818,0.8519090909090908,1980.0,46.0,465.21860465116265
2,sweep,gh200,wavefront,224,32,343,11239424,5,15,120,50,3,33.498046875,35.04817565979708,False,384127200.0,54008660.0,53934950.0,54089110.0,7.112326060302181,7260.80298,1230.0430000000001,6768.62,5.90288549262099,5.502750716844858,77397940.90928493,456871182.5521546,9.96311567202768,120.0,1.0,91.14035087719299,100.0,36.63157894736842,0.43962068965517226,0.8902068965517238,1980.0,47.0,486.5342105263159
2,sweep,gh200,wavefront,224,32,343,11239424,6,21,168,50,3,44.0234375,46.06063083037876,False,384127200.0,40681660.0,40678100.0,40686080.0,9.442269563238078,9960.94969,1229.809,9290.33,8.099590822639938,7.554286885199247,56417431.82019826,456958113.0077923,10.162304417604112,168.0,1.0,91.82666666666667,100.0,37.36,0.4516315789473684,0.9031447368421051,1980.0,40.0,486.3934666666667
2,sweep,gh200,wavefront,224,56,64,11239424,1,1,8,50,3,7.3125,7.650887392588203,False,611976400.0,285757300.0,285430100.0,286187500.0,2.1415949828753282,970.1389300000001,749.9979999999999,891.467,1.293522022725394,1.1886258363355637,579268785.7604065,749296931.4584839,5.043113878584401,8.0,1.0,58.8,97.0,27.266666666666666,0.24881250000000002,0.5699375,1980.0,31.0,322.67600000000004
2,sweep,gh200,wavefront,224,56,64,11239424,2,3,24,50,3,9.919921875,10.378968233695375,False,611976400.0,189773900.0,189670800.0,189811500.0,3.2247658924646645,1824.0703700000001,748.8870000000001,1693.76,2.4357084179589177,2.2617030339690767,308086359.628768,750408539.6061087,7.962939731721142,24.0,1.0,73.6,98.0,31.95,0.3102380952380952,0.6760952380952382,1980.0,33.0,392.5804999999999
2,sweep,gh200,wavefront,224,56,64,11239424,3,6,48,50,3,13.80859375,14.447589173503898,False,611976400.0,120258200.0,120134900.0,120259900.0,5.088853816205464,3344.6474399999997,751.009,3125.88,4.453538426303812,4.162240399249543,168021057.54979068,748288236.226197,8.629447579561596,48.0,1.0,81.96428571428571,99.0,34.214285714285715,0.3728965517241379,0.781896551724138,1980.0,38.0,438.43285714285713
2,sweep,gh200,wavefront,224,56,64,11239424,4,10,80,50,3,19.005859375,19.88535929948606,False,611976400.0,81979260.0,81971860.0,82037070.0,7.46501493182544,5251.04807,751.635,4917.95,6.9861675813393465,6.543002920300411,107020768.52250184,747665023.5819248,9.141552069459838,80.0,1.0,84.925,99.0,35.5,0.4017317073170732,0.8238048780487809,1980.0,41.0,474.45775000000003
2,sweep,gh200,wavefront,224,56,64,11239424,5,15,120,50,3,25.451171875,26.628929917953226,False,611976400.0,58095740.0,58087740.0,58135320.0,10.533928993760988,7724.9264,751.647,7245.06,10.27733284374181,9.638912947168018,72747774.01115432,747653087.1539432,9.30793450985913,120.0,1.0,91.47169811320755,100.0,37.490566037735846,0.4427777777777776,0.898444444444444,1980.0,42.0,502.131320754717
2,sweep,gh200,wavefront,224,56,64,11239424,6,21,168,50,3,33.3076171875,34.84893380061509,False,611976400.0,43247690.0,43240460.0,43253590.0,14.15049913648567,10609.1753,751.525,9955.53,14.116862779016003,13.247104221416455,52970300.15141705,747774458.600845,9.483288343262487,168.0,1.0,91.43661971830986,100.0,37.7887323943662,0.4512112676056339,0.9059859154929574,1980.0,44.0,507.7412676056339
2,sweep,gh200,wavefront,224,112,8,11239424,1,1,8,50,3,6.39453125,6.690439456018637,False,980207100.0,308815000.0,308715300.0,309355600.0,3.174091608244418,1207.44823,445.9586,1135.29,2.707534354085783,2.5457295811763694,465420534.0132885,1260142084.9379292,3.960018673642858,8.0,1.0,55.857142857142854,94.0,29.214285714285715,0.23321428571428574,0.5542142857142858,1980.0,36.0,330.97714285714284
2,sweep,gh200,wavefront,224,112,8,11239424,2,3,24,50,3,8.4365234375,8.826925238323916,False,980207100.0,200091900.0,200050500.0,200339700.0,4.898784508518336,2127.62705,445.9647,2002.24,4.770841840172552,4.489682703586181,264130501.63091317,1260124848.446525,6.736109956848329,24.0,1.0,70.89473684210526,96.0,32.421052631578945,0.28875,0.6336999999999999,1980.0,40.0,405.8652631578948
