phase,suite,device,sweep,N,B,nmb,zones,nmu,rays_per_octant,rays_total,nlim,n_repeat,peak_mem_gib,pct_fill,oom,zcps_off_med,zcps_on_med,zcps_on_min,zcps_on_max,slowdown_med,t_rad_ms,t_hydro_ms,t_sweep_ms,rad_over_hydro,sweep_over_hydro,rad_cells_per_s,hydro_cells_per_s,gcaups,nang,niter,sm_util_mean,sm_util_peak,mem_util_mean,dcgm_sm_occ_mean,dcgm_sm_active_mean,sm_clock_mhz,gpu_temp_c,power_w
2,sweep,gh200,diagonal,224,16,2744,11239424,1,1,8,50,3,12.955078125,13.554576943119004,False,191394700.0,151851000.0,150927000.0,152024500.0,1.2604111925505923,433.18189,2425.441,330.752,0.17859922793421898,0.13636777806592698,1297310005.2728426,231698565.3330673,13.592569659442724,8.0,1.0,75.91666666666667,99.0,13.625,0.28996,0.72392,1980.0,45.0,303.0108333333333
2,sweep,gh200,diagonal,224,16,2744,11239424,2,3,24,50,3,19.091796875,19.975273574398955,False,191394700.0,114014600.0,114014600.0,114035400.0,1.6786858875968516,1117.94147,2425.952,959.888,0.46082588196303964,0.39567477015208874,502683919.5794392,231649760.58883274,14.050919273915289,24.0,1.0,82.4,99.0,14.566666666666666,0.3291612903225806,0.7879032258064518,1980.0,48.0,356.72966666666673
2,sweep,gh200,diagonal,224,16,2744,11239424,3,6,48,50,3,28.1923828125,29.49699093704979,False,191394700.0,82947070.0,82927960.0,82956610.0,2.3074317151889754,2152.7388,2427.177,1903.11,0.886931113800106,0.7840837318415591,261049412.96175826,231532846.59503615,14.173966612544731,48.0,1.0,85.8,100.0,16.0,0.35641463414634145,0.8259512195121949,1980.0,53.0,397.71175000000005
2,sweep,gh200,diagonal,224,16,2744,11239424,4,10,80,50,3,40.19921875,42.05944559675491,False,191394700.0,60657140.0,60638370.0,60663920.0,3.1553531867806495,3534.3726199999996,2427.63,3159.47,1.4558942754867914,1.3014627434988033,159001684.43473288,231489642.16128486,14.229505581632365,80.0,1.0,88.57692307692308,100.0,16.826923076923077,0.38879245283018893,0.8809433962264149,1980.0,57.0,430.87307692307695
2,sweep,gh200,diagonal,224,16,2744,11239424,5,15,120,50,3,55.43359375,57.99879433131367,False,191394700.0,45322460.0,45319240.0,45329580.0,4.222954799893916,5250.14265,2427.187,4718.48,2.163056513569,1.9440117304517532,107039224.92467895,231531892.68070406,14.292005900205153,120.0,1.0,91.25,100.0,17.294117647058822,0.40166666666666667,0.8938985507246371,1980.0,58.0,449.80720588235295
2,sweep,gh200,diagonal,224,16,2744,11239424,6,21,168,50,3,73.5673828125,76.97172809105864,False,191394700.0,34613940.0,34613560.0,34616650.0,5.5294109829739115,7279.89223,2426.618,6560.42,3.0000157544368338,2.7035239992450397,77194988.91537848,231586182.9097122,14.391023989317759,168.0,1.0,93.33333333333333,100.0,17.586206896551722,0.42626436781609195,0.9364942528735628,1980.0,59.0,460.1977011494254
2,sweep,gh200,diagonal,224,28,512,11239424,1,1,8,50,3,9.41796875,9.853787127954144,False,331781200.0,218343900.0,218117000.0,218528000.0,1.519535008763698,727.35516,1433.1009999999999,633.593,0.5075393569608841,0.44211329138699923,772622827.0656662,392136492.82220864,7.095674352462859,8.0,1.0,70.88888888888889,99.0,23.166666666666668,0.2776111111111111,0.7126111111111111,1980.0,54.0,338.4444444444444
2,sweep,gh200,diagonal,224,28,512,11239424,2,3,24,50,3,13.287109375,13.901973005282464,False,331781200.0,156904300.0,156750100.0,156962800.0,2.114544980602826,1485.3891199999998,1433.339,1340.86,1.036313893642746,0.9354800225208412,378332648.61937326,392071380.18291557,10.058700237161226,24.0,1.0,77.08695652173913,99.0,22.608695652173914,0.2963750000000001,0.7428333333333333,1980.0,56.0,384.0895652173913
2,sweep,gh200,diagonal,224,28,512,11239424,3,6,48,50,3,19.068359375,19.950751499422708,False,331781200.0,106497000.0,106472300.0,106540800.0,3.1154041897893836,2804.33862,1432.932,2574.46,1.9570632940013901,1.7966379423447867,200393488.85763305,392182741.4001502,10.477776931861438,48.0,1.0,82.1875,100.0,22.28125,0.3246060606060607,0.8034848484848482,1980.0,57.0,421.87218749999994
2,sweep,gh200,diagonal,224,28,512,11239424,4,10,80,50,3,26.775390625,28.014427154111022,False,331781200.0,74305380.0,74257870.0,74352010.0,4.465103334374981,4594.11682,1432.664,4247.06,3.2066952334950836,2.9644494452293073,122324098.84605415,392256104.7112233,10.585604159112421,80.0,1.0,87.86046511627907,100.0,22.162790697674417,0.34820454545454543,0.8537272727272728,1980.0,58.0,450.2613953488373
2,sweep,gh200,diagonal,224,28,512,11239424,5,15,120,50,3,36.34375,38.025564263162735,False,331781200.0,53651450.0,53632580.0,53655110.0,6.184011802104137,6846.7276600000005,1433.007,6350.31,4.777874539342795,4.431457766779925,82078801.42263463,392162215.5369792,10.619409761098277,120.0,1.0,90.06896551724138,100.0,21.586206896551722,0.36223728813559314,0.8836440677966104,1980.0,60.0,469.13551724137915
2,sweep,gh200,diagonal,224,28,512,11239424,6,21,168,50,3,47.8505859375,50.06488132337465,False,331781200.0,40188180.0,40178360.0,40193600.0,8.255691101214337,9543.32832,1432.831,8868.53,6.660470299707363,6.189515720974771,58886290.10303189,392210386.2911956,10.64563818355466,168.0,1.0,92.25,100.0,21.776315789473685,0.37287012987012996,0.9046493506493508,1980.0,59.0,477.202105263158
2,sweep,gh200,diagonal,224,32,343,11239424,1,1,8,50,3,8.83984375,9.248909278540118,False,382647600.0,237080100.0,236766200.0,237089100.0,1.6140013438496104,760.0204699999999,1230.031,673.829,0.617887248370163,0.5478146485738977,739415873.8908703,456875639.7196494,6.671974046827906,8.0,1.0,66.82352941176471,99.0,25.235294117647058,0.24922222222222226,0.6463888888888889,1980.0,53.0,338.5482352941176
2,sweep,gh200,diagonal,224,32,343,11239424,2,3,24,50,3,12.3896484375,12.962981884317111,False,382647600.0,168479400.0,168150400.0,168538300.0,2.271183301934836,1519.51976,1230.451,1382.25,1.2349291113583556,1.123368585990015,369834743.05065966,456719690.5849969,9.757503201302224,24.0,1.0,73.9090909090909,99.0,27.636363636363637,0.2823478260869566,0.7143913043478263,1980.0,56.0,394.9413636363637
2,sweep,gh200,diagonal,224,32,343,11239424,3,6,48,50,3,17.6943359375,18.513144853940393,False,382647600.0,116136000.0,116079000.0,116201600.0,3.294823310601364,2697.36823,1230.471,2473.08,2.192142870494307,2.0098645152953623,208340557.19563362,456712267.0912195,10.907296812072396,48.0,1.0,82.17241379310344,100.0,29.103448275862068,0.33733333333333326,0.8386666666666664,1980.0,58.0,458.1186206896551
2,sweep,gh200,diagonal,224,32,343,11239424,4,10,80,50,3,24.6591796875,25.80028813438097,False,382647600.0,80725750.0,80703120.0,80764180.0,4.740093464600824,4380.55312,1230.2849999999999,4037.43,3.560600283674108,3.281703020031944,128287726.3682172,456781314.8985805,11.135226121567435,80.0,1.0,86.6,100.0,30.15,0.351075,0.8652999999999998,1980.0,60.0,488.03024999999997
2,sweep,gh200,diagonal,224,32,343,11239424,5,15,120,50,3,33.4951171875,35.04511040042505,False,382647600.0,58401810.0,58395150.0,58404710.0,6.551981864945624,6475.1142,1230.582,5982.64,5.2618307435018545,4.861634576159898,86789388.20878248,456671071.08668905,11.272037762593103,120.0,1.0,90.33962264150944,100.0,31.150943396226417,0.36494444444444424,0.8937962962962956,1980.0,61.0,509.86396226415087
2,sweep,gh200,diagonal,224,32,343,11239424,6,21,168,50,3,44.0185546875,46.05552206475871,False,382647600.0,43546100.0,43533220.0,43556210.0,8.787184156560519,9047.12616,1229.9470000000001,8376.31,7.35570407505364,6.810301582100691,62115990.21185751,456906842.3273523,11.271211500051932,168.0,1.0,92.9,100.0,31.457142857142856,0.3721408450704226,0.9066619718309856,1980.0,61.0,520.3761428571431
2,sweep,gh200,diagonal,224,56,64,11239424,1,1,8,50,3,7.30859375,7.646800380092162,False,610115800.0,275257400.0,274600000.0,275630000.0,2.216528238659524,1029.63726,751.617,951.281,1.3698961838276675,1.2656459340328918,545795322.1312135,747682928.9385419,4.726016392632672,8.0,1.0,68.93333333333334,99.0,33.2,0.21493749999999998,0.6355624999999999,1980.0,55.0,364.426
