device,arch,kind,method,regs,shared_bytes,stack_bytes,spills,occ_bs128,occ_bs256,occ_bs512,kernel
gh200,sm90,other,,186,0,0,no,0.125,0.125,0.0,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelFo...
gh200,sm90,other,,182,1024,512,yes,0.125,0.125,0.0,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelFo...
gh200,sm90,other,,178,0,944,yes,0.125,0.125,0.0,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelFo...
gh200,sm90,other,,174,0,0,no,0.125,0.125,0.0,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelFo...
gh200,sm90,other,,174,0,0,no,0.125,0.125,0.0,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelFo...
gh200,sm90,other,,171,1024,528,yes,0.125,0.125,0.0,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelRe...
gh200,sm90,other,,171,1024,528,yes,0.125,0.125,0.0,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelRe...
gh200,sm90,other,,168,1024,512,yes,0.188,0.125,0.0,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelFo...
gh200,sm90,other,,168,1032,0,no,0.188,0.125,0.0,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelFo...
gh200,sm90,other,,168,1024,40,yes,0.188,0.125,0.0,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelFo...
gh200,sm90,other,,166,1024,592,yes,0.188,0.125,0.0,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelFo...
gh200,sm90,other,,166,1024,512,yes,0.188,0.125,0.0,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelFo...
gh200,sm90,other,,166,1024,328,yes,0.188,0.125,0.0,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelRe...
gh200,sm90,other,,164,1024,512,yes,0.188,0.125,0.0,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelFo...
gh200,sm90,other,,162,1024,544,yes,0.188,0.125,0.0,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelFo...
gh200,sm90,other,,160,1024,592,yes,0.188,0.125,0.0,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelFo...
gh200,sm90,other,,156,1024,0,no,0.188,0.125,0.0,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelRe...
gh200,sm90,other,,154,0,0,no,0.188,0.125,0.0,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelFo...
gh200,sm90,other,,146,1024,592,yes,0.188,0.125,0.0,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelFo...
gh200,sm90,other,,142,0,0,no,0.188,0.125,0.0,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelFo...
gh200,sm90,other,,138,1024,512,yes,0.188,0.125,0.0,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelFo...
gh200,sm90,other,,136,1024,592,yes,0.188,0.125,0.0,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelFo...
gh200,sm90,other,,136,1024,0,no,0.188,0.125,0.0,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelRe...
gh200,sm90,other,,134,1024,272,yes,0.188,0.125,0.0,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelFo...
gh200,sm90,other,,130,1024,200,yes,0.188,0.125,0.0,void Kokkos::Impl::cuda_parallel_launch_local_memory<Kokkos::Impl::ParallelReduc...
gh200,sm90,other,,128,1024,512,yes,0.25,0.25,0.25,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelFo...
gh200,sm90,other,,128,1024,272,yes,0.25,0.25,0.25,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelFo...
gh200,sm90,other,,126,1024,0,no,0.25,0.25,0.25,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelRe...
gh200,sm90,other,,124,1024,512,yes,0.25,0.25,0.25,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelFo...
gh200,sm90,other,,124,1024,512,yes,0.25,0.25,0.25,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelFo...
gh200,sm90,other,,122,1032,0,no,0.25,0.25,0.25,void Kokkos::Impl::cuda_parallel_launch_global_memory<Kokkos::Impl::ParallelFor<...
gh200,sm90,other,,122,0,0,no,0.25,0.25,0.25,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelFo...
gh200,sm90,other,,119,0,40,yes,0.25,0.25,0.25,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelFo...
gh200,sm90,other,,116,0,0,no,0.25,0.25,0.25,void Kokkos::Impl::cuda_parallel_launch_local_memory<Kokkos::Impl::ParallelFor<p...
gh200,sm90,other,,116,1024,512,yes,0.25,0.25,0.25,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelFo...
gh200,sm90,other,,114,0,0,no,0.25,0.25,0.25,void Kokkos::Impl::cuda_parallel_launch_local_memory<Kokkos::Impl::ParallelFor<p...
gh200,sm90,other,,114,1024,512,yes,0.25,0.25,0.25,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelFo...
gh200,sm90,other,,112,1024,512,yes,0.25,0.25,0.25,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelFo...
gh200,sm90,other,,110,1032,0,no,0.25,0.25,0.25,void Kokkos::Impl::cuda_parallel_launch_global_memory<Kokkos::Impl::ParallelFor<...
gh200,sm90,other,,110,1024,512,yes,0.25,0.25,0.25,void Kokkos::Impl::cuda_parallel_launch_constant_memory<Kokkos::Impl::ParallelFo...
