phase,suite,device,sweep,ir_layout,tile_size,N,B,nmb,zones,nmu,rays_per_octant,rays_total,nlim,n_repeat,peak_mem_gib,pct_fill,oom,zcps_off_med,zcps_on_med,zcps_on_min,zcps_on_max,slowdown_med,t_rad_ms,t_hydro_ms,t_sweep_ms,rad_over_hydro,sweep_over_hydro,rad_cells_per_s,hydro_cells_per_s,gcaups,nang,niter,sm_util_mean,sm_util_peak,mem_util_mean,dcgm_sm_occ_mean,dcgm_sm_active_mean,sm_clock_mhz,gpu_temp_c,power_w
2,sweep,gh200,tiled,angle_inner,16,112,112,1,1404928,3,6,48,50,3,2.55859375,2.676993184906663,False,426910100.0,89595730.0,76773300.0,93780380.0,4.764848726607842,533.8168900000001,123.44080000000001,438.426,4.324476915250063,3.551710617559186,131592689.02113605,569069545.8875834,7.690755566503812,48.0,1.0,31.727272727272727,98.0,5.0,,,1980.0,49.0,216.6290909090909
2,sweep,gh200,tiled,angle_inner,16,112,112,1,1404928,6,21,168,50,3,5.890625,6.163214844029386,False,426910100.0,45901480.0,45786260.0,45919580.0,9.300573750563162,1256.78929,123.1498,953.837,10.205370126463867,7.7453394158983615,55893538.04884827,570414243.4660876,12.372549188173663,168.0,1.0,55.61538461538461,99.0,11.461538461538462,,,1980.0,55.0,323.81692307692305
