phase,suite,device,sweep,N,B,nmb,zones,nmu,rays_per_octant,rays_total,nlim,n_repeat,peak_mem_gib,pct_fill,oom,zcps_off_med,zcps_on_med,zcps_on_min,zcps_on_max,slowdown_med,t_rad_ms,t_hydro_ms,t_sweep_ms,rad_over_hydro,sweep_over_hydro,rad_cells_per_s,hydro_cells_per_s,gcaups,nang,niter,sm_util_mean,sm_util_peak,mem_util_mean,dcgm_sm_occ_mean,dcgm_sm_active_mean,sm_clock_mhz,gpu_temp_c,power_w
2,sweep,a100,wavefront,128,16,512,2097152,1,1,8,50,3,2.9052734375,7.26318359375,False,105702800.0,71709280.0,71388940.0,72859590.0,1.4740463159022097,367.26282000000003,748.851,315.781,0.49043510658328565,0.4216873583663506,285511068.0683658,140024651.09881672,2.6564638151123723,8.0,1.0,32.130434782608695,94.0,11.26086956521739,,,1101.5217391304348,43.0,109.52304347826087
2,sweep,a100,wavefront,128,16,512,2097152,2,3,24,50,3,4.0458984375,10.11474609375,False,105702800.0,54971240.0,54911870.0,55667840.0,1.9228745795073934,663.65672,758.164,587.173,0.875347180821036,0.7744670018623939,157999756.2595313,138304641.21219155,4.285930041061152,24.0,1.0,37.6,96.0,14.44,,,1164.0,46.0,125.0288
2,sweep,a100,wavefront,128,16,512,2097152,3,6,48,50,3,5.7490234375,14.37255859375,False,105702800.0,38956750.0,38924400.0,39279270.0,2.7133372265396885,1164.97049,758.855,1047.03,1.5351687608304616,1.3797497545644424,90008803.57063809,138178703.4413689,4.807087476003553,48.0,1.0,43.51724137931034,97.0,18.24137931034483,,,1176.7241379310344,49.0,140.34586206896552
2,sweep,a100,wavefront,128,16,512,2097152,4,10,80,50,3,8.0458984375,20.11474609375,False,105702800.0,28376460.0,28327490.0,28433580.0,3.725017144492301,1823.77196,766.567,1648.57,2.379142279800722,2.15058827212755,57494907.422526665,136788565.12216154,5.088414807985103,80.0,1.0,53.970588235294116,98.0,23.705882352941178,,,1242.7941176470588,52.0,161.49264705882354
2,sweep,a100,wavefront,128,16,512,2097152,5,15,120,50,3,10.8193359375,27.04833984375,False,105702800.0,20699870.0,20669190.0,20759940.0,5.10644752841443,2643.44893,769.9639999999999,2398.04,3.4332110722059737,3.1144832745427062,39666966.442964345,136185068.392808,5.247165184901003,120.0,1.0,63.75,100.0,27.75,,,1212.0,55.0,172.144
2,sweep,a100,wavefront,128,16,512,2097152,6,21,168,50,3,14.2314453125,35.57861328125,False,105702800.0,15795480.0,15778260.0,15808020.0,6.691965043164247,3572.82398,773.896,3243.88,4.616671981764992,4.191622646970653,29348661.055504896,135493141.19726682,5.430557480547985,168.0,1.0,69.85714285714286,99.0,31.6734693877551,,,1263.6734693877552,57.0,185.45734693877552
2,sweep,a100,wavefront_coalesced,128,16,512,2097152,1,1,8,50,3,3.1513671875,7.87841796875,False,105702800.0,68158140.0,67555220.0,68707940.0,1.5508463112403008,458.91197,760.793,350.593,0.6032021456559142,0.460825743664834,228491751.9148607,137826715.01972282,2.3926912402700564,8.0,1.0,32.95652173913044,94.0,11.782608695652174,,,1143.2608695652175,54.0,126.15478260869565
2,sweep,a100,wavefront_coalesced,128,16,512,2097152,2,3,24,50,3,4.7802734375,11.95068359375,False,105702800.0,50532950.0,50028570.0,51122300.0,2.0917599308965733,786.12879,760.251,514.008,1.034038482027646,0.6761030238697483,133384760.02131915,137924974.77806672,4.895998505859831,24.0,1.0,39.92307692307692,97.0,15.076923076923077,,,1118.6538461538462,54.0,137.43076923076922
2,sweep,a100,wavefront_coalesced,128,16,512,2097152,3,6,48,50,3,7.2158203125,18.03955078125,False,105702800.0,37133150.0,36803680.0,37145060.0,2.846588560356447,1270.25776,756.338,743.054,1.6794842517498791,0.9824364239268687,82548285.31809166,138638545.20069072,6.773619144772789,48.0,1.0,44.233333333333334,98.0,17.466666666666665,,,1174.5,54.0,151.448
2,sweep,a100,wavefront_coalesced,128,16,512,2097152,4,10,80,50,3,10.4892578125,26.22314453125,False,105702800.0,26511350.0,26338790.0,26532080.0,3.987077232958714,2057.97429,767.363,1144.23,2.6818784460548657,1.4911195874703367,50951851.29839498,136646671.78375813,7.331225365529657,80.0,1.0,61.638888888888886,100.0,20.944444444444443,,,1239.1666666666667,57.0,163.55916666666667
