phase,suite,device,sweep,ir_layout,N,B,nmb,zones,nmu,rays_per_octant,rays_total,nlim,n_repeat,peak_mem_gib,pct_fill,oom,zcps_off_med,zcps_on_med,zcps_on_min,zcps_on_max,slowdown_med,t_rad_ms,t_hydro_ms,t_sweep_ms,rad_over_hydro,sweep_over_hydro,rad_cells_per_s,hydro_cells_per_s,gcaups,nang,niter,sm_util_mean,sm_util_peak,mem_util_mean,dcgm_sm_occ_mean,dcgm_sm_active_mean,sm_clock_mhz,gpu_temp_c,power_w
2,sweep,a100,wavefront,angle_inner,144,18,512,2985984,5,15,120,50,3,18.5244140625,46.31103515625,False,122484500.0,20487710.0,20455370.0,20508930.0,5.978437804908406,4414.95686,967.639,2621.78,4.562607398006902,2.7094608629871266,33816683.77162807,154292251.55249012,6.8334886985178,120.0,1.0,72.47169811320755,100.0,24.30188679245283,0.30475694444444446,0.4169305555555556,1275.2830188679245,65.0,190.83490566037736
2,sweep,a100,wavefront,angle_inner,144,18,512,2985984,6,21,168,50,3,24.8056640625,62.01416015625,False,122484500.0,15304570.0,15276240.0,15342890.0,8.003132397708658,6067.26362,968.797,3459.69,6.262677960398308,3.571119646324256,24607336.90684764,154107826.51061058,7.249859264847428,168.0,1.0,81.33846153846154,100.0,26.630769230769232,0.3113560606060606,0.4268371212121212,1307.5384615384614,68.0,213.79876923076924
2,sweep,a100,wavefront,angle_inner,144,24,216,2985984,1,1,8,50,3,3.2841796875,8.21044921875,False,158319200.0,87027250.0,86901710.0,87087220.0,1.81919111542649,734.35842,722.008,621.503,1.017105655338999,0.8607979412970493,203305628.33336887,206783304.3401181,1.9217825175421517,8.0,1.0,34.0,96.0,15.583333333333334,0.277115,0.37676499999999996,1210.625,61.0,137.83833333333334
2,sweep,a100,wavefront,angle_inner,144,24,216,2985984,2,3,24,50,3,4.9912109375,12.47802734375,False,158319200.0,62527040.0,62446220.0,63000150.0,2.532011750436291,1260.9363600000001,726.1,987.253,1.7365877427351606,1.359665335353257,118403437.90229031,205617958.95882112,3.629445339745739,24.0,1.0,41.96296296296296,97.0,17.962962962962962,0.2791517857142857,0.3828392857142857,1127.7777777777778,61.0,155.40333333333334
2,sweep,a100,wavefront,angle_inner,144,24,216,2985984,3,6,48,50,3,7.5654296875,18.91357421875,False,158319200.0,45213300.0,45173560.0,45260890.0,3.5016068280793484,1974.76088,729.462,1375.19,2.707147020680995,1.8852112927061315,75603685.24213423,204670291.2557474,5.211179255230186,48.0,1.0,52.6875,98.0,19.46875,0.28923828125,0.3963984375,1215.0,63.0,163.7809375
2,sweep,a100,wavefront,angle_inner,144,24,216,2985984,4,10,80,50,3,11.0107421875,27.52685546875,False,158319200.0,32676350.0,32606730.0,32764370.0,4.84506990529848,2949.14005,734.3040000000001,1927.0,4.016238574214494,2.624253715082581,50624655.82127915,203320695.5157537,6.198202387130253,80.0,1.0,56.717948717948715,99.0,20.923076923076923,0.29613141025641027,0.40557371794871794,1189.2307692307693,64.0,173.0
2,sweep,a100,wavefront,angle_inner,144,24,216,2985984,5,15,120,50,3,15.2998046875,38.24951171875,False,158319200.0,23780780.0,23780570.0,23871240.0,6.6574435321297285,4265.96771,740.273,2658.41,5.762695262423457,3.5911211134270733,34997733.25757311,201681271.63897642,6.739330652532906,120.0,1.0,69.0,100.0,23.916666666666668,0.3007578125,0.41202083333333334,1221.875,64.0,188.18395833333332
2,sweep,a100,wavefront,angle_inner,144,24,216,2985984,6,21,168,50,3,20.4287109375,51.07177734375,False,158319200.0,18011560.0,17921640.0,18018330.0,8.789866063794586,5811.20502,744.068,3488.33,7.810045614110539,4.688187101178925,25691607.762274407,200652628.5231995,7.190336235390573,168.0,1.0,74.25862068965517,100.0,25.75862068965517,0.30573093220338987,0.41959745762711864,1241.6379310344828,66.0,198.63793103448276
2,sweep,a100,wavefront,angle_inner,144,36,64,2985984,1,1,8,50,3,2.8271484375,7.06787109375,False,209248300.0,96216860.0,96010830.0,97284900.0,2.1747571059791393,818.7846800000001,537.493,718.07,1.5233401737324952,1.3359615846159856,182342444.41407964,277769570.95255196,1.6633386717172418,8.0,1.0,30.083333333333332,95.0,15.291666666666666,0.269015625,0.36651562499999996,1091.875,61.0,131.06666666666666
2,sweep,a100,wavefront,angle_inner,144,36,64,2985984,2,3,24,50,3,4.1826171875,10.45654296875,False,209248300.0,69036090.0,68667860.0,69499250.0,3.0309987138611123,1350.8307,536.9879999999999,1079.7,2.5155696216675234,2.010659456077231,110523990.90426359,278030793.9842232,3.3186818560711306,24.0,1.0,38.592592592592595,97.0,16.814814814814813,0.28241517857142856,0.3787455357142857,1117.7777777777778,60.0,145.38592592592593
2,sweep,a100,wavefront,angle_inner,144,36,64,2985984,3,6,48,50,3,6.2275390625,15.56884765625,False,209248300.0,50768070.0,50334180.0,50967380.0,4.1216516601872,2006.30925,537.828,1468.16,3.730391965461077,2.729794655540433,74414849.05679421,277596555.0324639,4.881185701830863,48.0,1.0,48.67741935483871,98.0,18.451612903225808,0.2861640625,0.3876875,1218.8709677419354,61.0,160.65064516129033
2,sweep,a100,wavefront,angle_inner,144,36,64,2985984,4,10,80,50,3,8.9384765625,22.34619140625,False,209248300.0,36687670.0,36457480.0,36711870.0,5.703504746962672,2895.46683,529.502,2014.81,5.46828308486087,3.8051036634422535,51563084.21602606,281961541.2217518,5.928070636933508,80.0,1.0,57.75,98.0,21.86111111111111,0.29176689189189187,0.3997297297297297,1222.5,64.0,182.1436111111111
2,sweep,a100,wavefront,angle_inner,144,36,64,2985984,5,15,120,50,3,12.3544921875,30.88623046875,False,209248300.0,26572280.0,26500830.0,26576460.0,7.8746836929311295,4166.758510000001,540.996,2757.61,7.702013526902234,5.097283528898551,35831018.19836447,275970986.8464831,6.496895500088844,120.0,1.0,67.6590909090909,99.0,23.59090909090909,0.3040142045454546,0.41384943181818185,1244.659090909091,65.0,188.01568181818183
2,sweep,a100,wavefront,angle_inner,144,36,64,2985984,6,21,168,50,3,16.4072265625,41.01806640625,False,209248300.0,20173650.0,20126170.0,20217520.0,10.372357010258431,5585.176039999999,535.733,3584.24,10.4252977509319,6.690347617189906,26731332.8945671,278682104.7051424,6.9979313885230905,168.0,1.0,71.30188679245283,99.0,24.962264150943398,0.3046155660377359,0.41794103773584906,1261.132075471698,66.0,198.6518867924528
2,sweep,a100,wavefront,angle_inner,144,48,27,2985984,1,1,8,50,3,2.5751953125,6.43798828125,False,261298000.0,98638870.0,98442280.0,98794700.0,2.649036835073232,959.89486,398.9162,865.724,2.406256903078892,2.1701901301576623,155537034.54563764,374262063.0598607,1.3796470930689224,8.0,1.0,31.043478260869566,94.0,16.652173913043477,0.2734947916666667,0.3705416666666667,1076.0869565217392,59.0,127.08043478260869
2,sweep,a100,wavefront,angle_inner,144,48,27,2985984,2,3,24,50,3,3.7919921875,9.47998046875,False,261298000.0,72378620.0,72241550.0,72464590.0,3.610154490372986,1408.0558299999998,394.7818,1175.61,3.566668549563328,2.977872840135994,106032159.25038996,378181567.64065623,3.0479332431673773,24.0,1.0,34.57692307692308,96.0,15.615384615384615,0.27563461538461537,0.37727884615384616,1118.6538461538462,59.0,139.1069230769231
