phase,suite,device,sweep,tile_size,N,B,nmb,zones,nmu,rays_per_octant,rays_total,nlim,n_repeat,peak_mem_gib,pct_fill,oom,zcps_off_med,zcps_on_med,zcps_on_min,zcps_on_max,slowdown_med,t_rad_ms,t_hydro_ms,t_sweep_ms,rad_over_hydro,sweep_over_hydro,rad_cells_per_s,hydro_cells_per_s,gcaups,nang,niter,sm_util_mean,sm_util_peak,mem_util_mean,dcgm_sm_occ_mean,dcgm_sm_active_mean,sm_clock_mhz,gpu_temp_c,power_w
2,sweep,gh200,diagonal_compact,0,224,224,1,11239424,3,6,48,50,3,10.431640625,10.914366870676707,False,788815500.0,75344630.0,75173500.0,75362800.0,10.469432260799476,6581.6591,548.1536,6373.37,12.00696136995178,11.626978277621456,85384428.37308303,1025207533.0710224,4.232394729946638,48.0,1.0,88.19047619047619,100.0,20.761904761904763,,,1980.0,52.0,299.8026190476191
2,sweep,gh200,diagonal_compact,0,224,224,1,11239424,6,21,168,50,3,23.6689453125,24.76423046663465,False,788815500.0,28321290.0,28319780.0,28366470.0,27.8523859612327,18622.85424,548.5213000000001,17985.7,33.951013825716515,32.78942859648294,30176426.919185292,1024520287.5439839,5.249234758724987,168.0,1.0,94.41904761904762,100.0,46.03809523809524,,,1980.0,56.0,415.6900000000002
