phase,suite,device,sweep,ir_layout,tile_size,N,B,nmb,zones,nmu,rays_per_octant,rays_total,nlim,n_repeat,peak_mem_gib,pct_fill,oom,zcps_off_med,zcps_on_med,zcps_on_min,zcps_on_max,slowdown_med,t_rad_ms,t_hydro_ms,t_sweep_ms,rad_over_hydro,sweep_over_hydro,rad_cells_per_s,hydro_cells_per_s,gcaups,nang,niter,sm_util_mean,sm_util_peak,mem_util_mean,dcgm_sm_occ_mean,dcgm_sm_active_mean,sm_clock_mhz,gpu_temp_c,power_w
2,sweep,gh200,tiled,normal,16,112,112,1,1404928,3,6,48,50,3,1.9931640625,2.0853981261047707,False,428567100.0,115885600.0,115568800.0,116097500.0,3.698191147131309,402.82914,123.3144,371.259,3.2666836963079735,3.0106702866818473,174382617.90097907,569652854.8166313,9.082142655127551,48.0,1.0,36.375,97.0,5.625,,,1980.0,44.0,219.08875000000003
2,sweep,gh200,tiled,normal,16,112,112,1,1404928,6,21,168,50,3,3.9296875,4.111534571016951,False,428567100.0,53096010.0,53061270.0,53130140.0,8.07155000912498,1048.63479,123.327,961.402,8.502880877666692,7.7955516634638,66988431.69221955,569594654.8606551,12.275193103405233,168.0,1.0,58.416666666666664,99.0,10.25,,,1980.0,49.0,306.1141666666667
